index_parent,index_child,type
774,1656,rotate
1215,333,rotate
1215,774,rotate
1215,1215,wait
1215,1656,rotate
1656,333,rotate
1656,774,rotate
1656,1215,rotate
1656,1656,wait
333,334,translate
1216,1215,translate
774,795,translate
1677,1656,translate
334,334,wait
334,775,rotate
334,1216,rotate
334,1657,rotate
775,334,rotate
775,775,wait
775,1216,rotate
775,1657,rotate
1216,334,rotate
1216,775,rotate
1216,1216,wait
1216,1657,rotate
1657,334,rotate
1657,775,rotate
1657,1216,rotate
1657,1657,wait
334,335,translate
1217,1216,translate
775,796,translate
1678,1657,translate
335,335,wait
335,776,rotate
335,1217,rotate
335,1658,rotate
776,335,rotate
776,776,wait
776,1217,rotate
776,1658,rotate
1217,335,rotate
1217,776,rotate
1217,1217,wait
1217,1658,rotate
1658,335,rotate
1658,776,rotate
1658,1217,rotate
1658,1658,wait
776,797,translate
1679,1658,translate
336,336,wait
336,777,rotate
336,1218,rotate
336,1659,rotate
777,336,rotate
777,777,wait
777,1218,rotate
777,1659,rotate
1218,336,rotate
1218,777,rotate
1218,1218,wait
1218,1659,rotate
1659,336,rotate
1659,777,rotate
1659,1218,rotate
1659,1659,wait
336,337,translate
1219,1218,translate
777,798,translate
1680,1659,translate
337,337,wait
337,778,rotate
337,1219,rotate
337,1660,rotate
778,337,rotate
778,778,wait
778,1219,rotate
778,1660,rotate
1219,337,rotate
1219,778,rotate
1219,1219,wait
1219,1660,rotate
1660,337,rotate
1660,778,rotate
1660,1219,rotate
1660,1660,wait
337,338,translate
1220,1219,translate
778,799,translate
1681,1660,translate
338,338,wait
338,779,rotate
338,1220,rotate
338,1661,rotate
779,338,rotate
779,779,wait
779,1220,rotate
779,1661,rotate
1220,338,rotate
1220,779,rotate
1220,1220,wait
1220,1661,rotate
1661,338,rotate
1661,779,rotate
1661,1220,rotate
1661,1661,wait
338,339,translate
1221,1220,translate
779,800,translate
1682,1661,translate
339,339,wait
339,780,rotate
339,1221,rotate
339,1662,rotate
780,339,rotate
780,780,wait
780,1221,rotate
780,1662,rotate
1221,339,rotate
1221,780,rotate
1221,1221,wait
1221,1662,rotate
1662,339,rotate
1662,780,rotate
1662,1221,rotate
1662,1662,wait
339,340,translate
1222,1221,translate
780,801,translate
1683,1662,translate
340,340,wait
340,781,rotate
340,1222,rotate
340,1663,rotate
781,340,rotate
781,781,wait
781,1222,rotate
781,1663,rotate
1222,340,rotate
1222,781,rotate
1222,1222,wait
1222,1663,rotate
1663,340,rotate
1663,781,rotate
1663,1222,rotate
1663,1663,wait
340,341,translate
1223,1222,translate
781,802,translate
1684,1663,translate
341,341,wait
341,782,rotate
341,1223,rotate
341,1664,rotate
782,341,rotate
782,782,wait
782,1223,rotate
782,1664,rotate
1223,341,rotate
1223,782,rotate
1223,1223,wait
1223,1664,rotate
1664,341,rotate
1664,782,rotate
1664,1223,rotate
1664,1664,wait
341,342,translate
1224,1223,translate
782,803,translate
1685,1664,translate
342,342,wait
342,783,rotate
342,1224,rotate
342,1665,rotate
783,342,rotate
783,783,wait
783,1224,rotate
783,1665,rotate
1224,342,rotate
1224,783,rotate
1224,1224,wait
1224,1665,rotate
1665,342,rotate
1665,783,rotate
1665,1224,rotate
1665,1665,wait
342,343,translate
1225,1224,translate
783,804,translate
1686,1665,translate
343,343,wait
343,784,rotate
343,1225,rotate
343,1666,rotate
784,343,rotate
784,784,wait
784,1225,rotate
784,1666,rotate
1225,343,rotate
1225,784,rotate
1225,1225,wait
1225,1666,rotate
1666,343,rotate
1666,784,rotate
1666,1225,rotate
1666,1666,wait
343,344,translate
1226,1225,translate
784,805,translate
1687,1666,translate
344,344,wait
344,785,rotate
344,1226,rotate
344,1667,rotate
785,344,rotate
785,785,wait
785,1226,rotate
785,1667,rotate
1226,344,rotate
1226,785,rotate
1226,1226,wait
1226,1667,rotate
1667,344,rotate
1667,785,rotate
1667,1226,rotate
1667,1667,wait
344,345,translate
1227,1226,translate
785,806,translate
1688,1667,translate
345,345,wait
345,786,rotate
345,1227,rotate
345,1668,rotate
786,345,rotate
786,786,wait
786,1227,rotate
786,1668,rotate
1227,345,rotate
1227,786,rotate
1227,1227,wait
1227,1668,rotate
1668,345,rotate
1668,786,rotate
1668,1227,rotate
1668,1668,wait
345,346,translate
1228,1227,translate
786,807,translate
1689,1668,translate
346,346,wait
346,787,rotate
346,1228,rotate
346,1669,rotate
787,346,rotate
787,787,wait
787,1228,rotate
787,1669,rotate
1228,346,rotate
1228,787,rotate
1228,1228,wait
1228,1669,rotate
1669,346,rotate
1669,787,rotate
1669,1228,rotate
1669,1669,wait
346,347,translate
1229,1228,translate
787,808,translate
1690,1669,translate
347,347,wait
347,788,rotate
347,1229,rotate
347,1670,rotate
788,347,rotate
788,788,wait
788,1229,rotate
788,1670,rotate
1229,347,rotate
1229,788,rotate
1229,1229,wait
1229,1670,rotate
1670,347,rotate
1670,788,rotate
1670,1229,rotate
1670,1670,wait
347,348,translate
1230,1229,translate
788,809,translate
1691,1670,translate
348,348,wait
348,789,rotate
348,1230,rotate
348,1671,rotate
789,348,rotate
789,789,wait
789,1230,rotate
789,1671,rotate
1230,348,rotate
1230,789,rotate
1230,1230,wait
1230,1671,rotate
1671,348,rotate
1671,789,rotate
1671,1230,rotate
1671,1671,wait
348,349,translate
1231,1230,translate
789,810,translate
1692,1671,translate
349,349,wait
349,790,rotate
349,1231,rotate
349,1672,rotate
790,349,rotate
790,790,wait
790,1231,rotate
790,1672,rotate
1231,349,rotate
1231,790,rotate
1231,1231,wait
1231,1672,rotate
1672,349,rotate
1672,790,rotate
1672,1231,rotate
1672,1672,wait
349,350,translate
1232,1231,translate
790,811,translate
1693,1672,translate
350,350,wait
350,791,rotate
350,1232,rotate
350,1673,rotate
791,350,rotate
791,791,wait
791,1232,rotate
791,1673,rotate
1232,350,rotate
1232,791,rotate
1232,1232,wait
1232,1673,rotate
1673,350,rotate
1673,791,rotate
1673,1232,rotate
1673,1673,wait
350,351,translate
1233,1232,translate
791,812,translate
1694,1673,translate
351,351,wait
351,792,rotate
351,1233,rotate
351,1674,rotate
792,351,rotate
792,792,wait
792,1233,rotate
792,1674,rotate
1233,351,rotate
1233,792,rotate
1233,1233,wait
1233,1674,rotate
1674,351,rotate
1674,792,rotate
1674,1233,rotate
1674,1674,wait
351,352,translate
1234,1233,translate
792,813,translate
1695,1674,translate
352,352,wait
352,793,rotate
352,1234,rotate
352,1675,rotate
793,352,rotate
793,793,wait
793,1234,rotate
793,1675,rotate
1234,352,rotate
1234,793,rotate
1234,1234,wait
1234,1675,rotate
1675,352,rotate
1675,793,rotate
1675,1234,rotate
1675,1675,wait
352,353,translate
1235,1234,translate
793,814,translate
1696,1675,translate
353,353,wait
353,794,rotate
353,1235,rotate
353,1676,rotate
794,353,rotate
794,794,wait
794,1235,rotate
794,1676,rotate
1235,353,rotate
1235,794,rotate
1235,1235,wait
1235,1676,rotate
1676,353,rotate
1676,794,rotate
1676,1235,rotate
1676,1676,wait
353,354,translate
1236,1235,translate
794,815,translate
1697,1676,translate
354,354,wait
354,795,rotate
354,1236,rotate
354,1677,rotate
795,354,rotate
795,795,wait
795,1236,rotate
795,1677,rotate
1236,354,rotate
1236,795,rotate
1236,1236,wait
1236,1677,rotate
1677,354,rotate
1677,795,rotate
1677,1236,rotate
1677,1677,wait
354,355,translate
1237,1236,translate
795,816,translate
1698,1677,translate
355,355,wait
355,796,rotate
355,1237,rotate
355,1678,rotate
796,355,rotate
796,796,wait
796,1237,rotate
796,1678,rotate
1237,355,rotate
1237,796,rotate
1237,1237,wait
1237,1678,rotate
1678,355,rotate
1678,796,rotate
1678,1237,rotate
1678,1678,wait
355,356,translate
1238,1237,translate
796,817,translate
1699,1678,translate
356,356,wait
356,797,rotate
356,1238,rotate
356,1679,rotate
797,356,rotate
797,797,wait
797,1238,rotate
797,1679,rotate
1238,356,rotate
1238,797,rotate
1238,1238,wait
1238,1679,rotate
1679,356,rotate
1679,797,rotate
1679,1238,rotate
1679,1679,wait
797,818,translate
1700,1679,translate
357,357,wait
357,798,rotate
357,1239,rotate
357,1680,rotate
798,357,rotate
798,798,wait
798,1239,rotate
798,1680,rotate
1239,357,rotate
1239,798,rotate
1239,1239,wait
1239,1680,rotate
1680,357,rotate
1680,798,rotate
1680,1239,rotate
1680,1680,wait
357,358,translate
1240,1239,translate
798,819,translate
1701,1680,translate
358,358,wait
358,799,rotate
358,1240,rotate
358,1681,rotate
799,358,rotate
799,799,wait
799,1240,rotate
799,1681,rotate
1240,358,rotate
1240,799,rotate
1240,1240,wait
1240,1681,rotate
1681,358,rotate
1681,799,rotate
1681,1240,rotate
1681,1681,wait
358,359,translate
1241,1240,translate
799,820,translate
1702,1681,translate
359,359,wait
359,800,rotate
359,1241,rotate
359,1682,rotate
800,359,rotate
800,800,wait
800,1241,rotate
800,1682,rotate
1241,359,rotate
1241,800,rotate
1241,1241,wait
1241,1682,rotate
1682,359,rotate
1682,800,rotate
1682,1241,rotate
1682,1682,wait
359,360,translate
1242,1241,translate
800,821,translate
1703,1682,translate
360,360,wait
360,801,rotate
360,1242,rotate
360,1683,rotate
801,360,rotate
801,801,wait
801,1242,rotate
801,1683,rotate
1242,360,rotate
1242,801,rotate
1242,1242,wait
1242,1683,rotate
1683,360,rotate
1683,801,rotate
1683,1242,rotate
1683,1683,wait
360,361,translate
1243,1242,translate
801,822,translate
1704,1683,translate
361,361,wait
361,802,rotate
361,1243,rotate
361,1684,rotate
802,361,rotate
802,802,wait
802,1243,rotate
802,1684,rotate
1243,361,rotate
1243,802,rotate
1243,1243,wait
1243,1684,rotate
1684,361,rotate
1684,802,rotate
1684,1243,rotate
1684,1684,wait
361,362,translate
1244,1243,translate
802,823,translate
1705,1684,translate
362,362,wait
362,803,rotate
362,1244,rotate
362,1685,rotate
803,362,rotate
803,803,wait
803,1244,rotate
803,1685,rotate
1244,362,rotate
1244,803,rotate
1244,1244,wait
1244,1685,rotate
1685,362,rotate
1685,803,rotate
1685,1244,rotate
1685,1685,wait
362,363,translate
1245,1244,translate
803,824,translate
1706,1685,translate
363,363,wait
363,804,rotate
363,1245,rotate
363,1686,rotate
804,363,rotate
804,804,wait
804,1245,rotate
804,1686,rotate
1245,363,rotate
1245,804,rotate
1245,1245,wait
1245,1686,rotate
1686,363,rotate
1686,804,rotate
1686,1245,rotate
1686,1686,wait
363,364,translate
1246,1245,translate
804,825,translate
1707,1686,translate
364,364,wait
364,805,rotate
364,1246,rotate
364,1687,rotate
805,364,rotate
805,805,wait
805,1246,rotate
805,1687,rotate
1246,364,rotate
1246,805,rotate
1246,1246,wait
1246,1687,rotate
1687,364,rotate
1687,805,rotate
1687,1246,rotate
1687,1687,wait
364,365,translate
1247,1246,translate
805,826,translate
1708,1687,translate
365,365,wait
365,806,rotate
365,1247,rotate
365,1688,rotate
806,365,rotate
806,806,wait
806,1247,rotate
806,1688,rotate
1247,365,rotate
1247,806,rotate
1247,1247,wait
1247,1688,rotate
1688,365,rotate
1688,806,rotate
1688,1247,rotate
1688,1688,wait
365,366,translate
1248,1247,translate
806,827,translate
1709,1688,translate
366,366,wait
366,807,rotate
366,1248,rotate
366,1689,rotate
807,366,rotate
807,807,wait
807,1248,rotate
807,1689,rotate
1248,366,rotate
1248,807,rotate
1248,1248,wait
1248,1689,rotate
1689,366,rotate
1689,807,rotate
1689,1248,rotate
1689,1689,wait
366,367,translate
1249,1248,translate
807,828,translate
1710,1689,translate
367,367,wait
367,808,rotate
367,1249,rotate
367,1690,rotate
808,367,rotate
808,808,wait
808,1249,rotate
808,1690,rotate
1249,367,rotate
1249,808,rotate
1249,1249,wait
1249,1690,rotate
1690,367,rotate
1690,808,rotate
1690,1249,rotate
1690,1690,wait
367,368,translate
1250,1249,translate
808,829,translate
1711,1690,translate
368,368,wait
368,809,rotate
368,1250,rotate
368,1691,rotate
809,368,rotate
809,809,wait
809,1250,rotate
809,1691,rotate
1250,368,rotate
1250,809,rotate
1250,1250,wait
1250,1691,rotate
1691,368,rotate
1691,809,rotate
1691,1250,rotate
1691,1691,wait
368,369,translate
1251,1250,translate
809,830,translate
1712,1691,translate
369,369,wait
369,810,rotate
369,1251,rotate
369,1692,rotate
810,369,rotate
810,810,wait
810,1251,rotate
810,1692,rotate
1251,369,rotate
1251,810,rotate
1251,1251,wait
1251,1692,rotate
1692,369,rotate
1692,810,rotate
1692,1251,rotate
1692,1692,wait
369,370,translate
1252,1251,translate
810,831,translate
1713,1692,translate
370,370,wait
370,811,rotate
370,1252,rotate
370,1693,rotate
811,370,rotate
811,811,wait
811,1252,rotate
811,1693,rotate
1252,370,rotate
1252,811,rotate
1252,1252,wait
1252,1693,rotate
1693,370,rotate
1693,811,rotate
1693,1252,rotate
1693,1693,wait
370,371,translate
1253,1252,translate
811,832,translate
1714,1693,translate
371,371,wait
371,812,rotate
371,1253,rotate
371,1694,rotate
812,371,rotate
812,812,wait
812,1253,rotate
812,1694,rotate
1253,371,rotate
1253,812,rotate
1253,1253,wait
1253,1694,rotate
1694,371,rotate
1694,812,rotate
1694,1253,rotate
1694,1694,wait
371,372,translate
1254,1253,translate
812,833,translate
1715,1694,translate
372,372,wait
372,813,rotate
372,1254,rotate
372,1695,rotate
813,372,rotate
813,813,wait
813,1254,rotate
813,1695,rotate
1254,372,rotate
1254,813,rotate
1254,1254,wait
1254,1695,rotate
1695,372,rotate
1695,813,rotate
1695,1254,rotate
1695,1695,wait
372,373,translate
1255,1254,translate
813,834,translate
1716,1695,translate
373,373,wait
373,814,rotate
373,1255,rotate
373,1696,rotate
814,373,rotate
814,814,wait
814,1255,rotate
814,1696,rotate
1255,373,rotate
1255,814,rotate
1255,1255,wait
1255,1696,rotate
1696,373,rotate
1696,814,rotate
1696,1255,rotate
1696,1696,wait
373,374,translate
1256,1255,translate
814,835,translate
1717,1696,translate
374,374,wait
374,815,rotate
374,1256,rotate
374,1697,rotate
815,374,rotate
815,815,wait
815,1256,rotate
815,1697,rotate
1256,374,rotate
1256,815,rotate
1256,1256,wait
1256,1697,rotate
1697,374,rotate
1697,815,rotate
1697,1256,rotate
1697,1697,wait
374,375,translate
1257,1256,translate
815,836,translate
1718,1697,translate
375,375,wait
375,816,rotate
375,1257,rotate
375,1698,rotate
816,375,rotate
816,816,wait
816,1257,rotate
816,1698,rotate
1257,375,rotate
1257,816,rotate
1257,1257,wait
1257,1698,rotate
1698,375,rotate
1698,816,rotate
1698,1257,rotate
1698,1698,wait
375,376,translate
1258,1257,translate
816,837,translate
1719,1698,translate
376,376,wait
376,817,rotate
376,1258,rotate
376,1699,rotate
817,376,rotate
817,817,wait
817,1258,rotate
817,1699,rotate
1258,376,rotate
1258,817,rotate
1258,1258,wait
1258,1699,rotate
1699,376,rotate
1699,817,rotate
1699,1258,rotate
1699,1699,wait
376,377,translate
1259,1258,translate
817,838,translate
1720,1699,translate
377,377,wait
377,818,rotate
377,1259,rotate
377,1700,rotate
818,377,rotate
818,818,wait
818,1259,rotate
818,1700,rotate
1259,377,rotate
1259,818,rotate
1259,1259,wait
1259,1700,rotate
1700,377,rotate
1700,818,rotate
1700,1259,rotate
1700,1700,wait
818,839,translate
1721,1700,translate
378,378,wait
378,819,rotate
378,1260,rotate
378,1701,rotate
819,378,rotate
819,819,wait
819,1260,rotate
819,1701,rotate
1260,378,rotate
1260,819,rotate
1260,1260,wait
1260,1701,rotate
1701,378,rotate
1701,819,rotate
1701,1260,rotate
1701,1701,wait
378,379,translate
1261,1260,translate
819,840,translate
1722,1701,translate
379,379,wait
379,820,rotate
379,1261,rotate
379,1702,rotate
820,379,rotate
820,820,wait
820,1261,rotate
820,1702,rotate
1261,379,rotate
1261,820,rotate
1261,1261,wait
1261,1702,rotate
1702,379,rotate
1702,820,rotate
1702,1261,rotate
1702,1702,wait
379,380,translate
1262,1261,translate
820,841,translate
1723,1702,translate
380,380,wait
380,821,rotate
380,1262,rotate
380,1703,rotate
821,380,rotate
821,821,wait
821,1262,rotate
821,1703,rotate
1262,380,rotate
1262,821,rotate
1262,1262,wait
1262,1703,rotate
1703,380,rotate
1703,821,rotate
1703,1262,rotate
1703,1703,wait
380,381,translate
1263,1262,translate
821,842,translate
1724,1703,translate
381,381,wait
381,822,rotate
381,1263,rotate
381,1704,rotate
822,381,rotate
822,822,wait
822,1263,rotate
822,1704,rotate
1263,381,rotate
1263,822,rotate
1263,1263,wait
1263,1704,rotate
1704,381,rotate
1704,822,rotate
1704,1263,rotate
1704,1704,wait
381,382,translate
1264,1263,translate
822,843,translate
1725,1704,translate
382,382,wait
382,823,rotate
382,1264,rotate
382,1705,rotate
823,382,rotate
823,823,wait
823,1264,rotate
823,1705,rotate
1264,382,rotate
1264,823,rotate
1264,1264,wait
1264,1705,rotate
1705,382,rotate
1705,823,rotate
1705,1264,rotate
1705,1705,wait
382,383,translate
1265,1264,translate
823,844,translate
1726,1705,translate
383,383,wait
383,824,rotate
383,1265,rotate
383,1706,rotate
824,383,rotate
824,824,wait
824,1265,rotate
824,1706,rotate
1265,383,rotate
1265,824,rotate
1265,1265,wait
1265,1706,rotate
1706,383,rotate
1706,824,rotate
1706,1265,rotate
1706,1706,wait
383,384,translate
1266,1265,translate
824,845,translate
1727,1706,translate
384,384,wait
384,825,rotate
384,1266,rotate
384,1707,rotate
825,384,rotate
825,825,wait
825,1266,rotate
825,1707,rotate
1266,384,rotate
1266,825,rotate
1266,1266,wait
1266,1707,rotate
1707,384,rotate
1707,825,rotate
1707,1266,rotate
1707,1707,wait
384,385,translate
1267,1266,translate
825,846,translate
1728,1707,translate
385,385,wait
385,826,rotate
385,1267,rotate
385,1708,rotate
826,385,rotate
826,826,wait
826,1267,rotate
826,1708,rotate
1267,385,rotate
1267,826,rotate
1267,1267,wait
1267,1708,rotate
1708,385,rotate
1708,826,rotate
1708,1267,rotate
1708,1708,wait
385,386,translate
1268,1267,translate
826,847,translate
1729,1708,translate
386,386,wait
386,827,rotate
386,1268,rotate
386,1709,rotate
827,386,rotate
827,827,wait
827,1268,rotate
827,1709,rotate
1268,386,rotate
1268,827,rotate
1268,1268,wait
1268,1709,rotate
1709,386,rotate
1709,827,rotate
1709,1268,rotate
1709,1709,wait
386,387,translate
1269,1268,translate
827,848,translate
1730,1709,translate
387,387,wait
387,828,rotate
387,1269,rotate
387,1710,rotate
828,387,rotate
828,828,wait
828,1269,rotate
828,1710,rotate
1269,387,rotate
1269,828,rotate
1269,1269,wait
1269,1710,rotate
1710,387,rotate
1710,828,rotate
1710,1269,rotate
1710,1710,wait
387,388,translate
1270,1269,translate
828,849,translate
1731,1710,translate
388,388,wait
388,829,rotate
388,1270,rotate
388,1711,rotate
829,388,rotate
829,829,wait
829,1270,rotate
829,1711,rotate
1270,388,rotate
1270,829,rotate
1270,1270,wait
1270,1711,rotate
1711,388,rotate
1711,829,rotate
1711,1270,rotate
1711,1711,wait
388,389,translate
1271,1270,translate
829,850,translate
1732,1711,translate
389,389,wait
389,830,rotate
389,1271,rotate
389,1712,rotate
830,389,rotate
830,830,wait
830,1271,rotate
830,1712,rotate
1271,389,rotate
1271,830,rotate
1271,1271,wait
1271,1712,rotate
1712,389,rotate
1712,830,rotate
1712,1271,rotate
1712,1712,wait
389,390,translate
1272,1271,translate
830,851,translate
1733,1712,translate
390,390,wait
390,831,rotate
390,1272,rotate
390,1713,rotate
831,390,rotate
831,831,wait
831,1272,rotate
831,1713,rotate
1272,390,rotate
1272,831,rotate
1272,1272,wait
1272,1713,rotate
1713,390,rotate
1713,831,rotate
1713,1272,rotate
1713,1713,wait
390,391,translate
1273,1272,translate
831,852,translate
1734,1713,translate
391,391,wait
391,832,rotate
391,1273,rotate
391,1714,rotate
832,391,rotate
832,832,wait
832,1273,rotate
832,1714,rotate
1273,391,rotate
1273,832,rotate
1273,1273,wait
1273,1714,rotate
1714,391,rotate
1714,832,rotate
1714,1273,rotate
1714,1714,wait
391,392,translate
1274,1273,translate
832,853,translate
1735,1714,translate
392,392,wait
392,833,rotate
392,1274,rotate
392,1715,rotate
833,392,rotate
833,833,wait
833,1274,rotate
833,1715,rotate
1274,392,rotate
1274,833,rotate
1274,1274,wait
1274,1715,rotate
1715,392,rotate
1715,833,rotate
1715,1274,rotate
1715,1715,wait
392,393,translate
1275,1274,translate
833,854,translate
1736,1715,translate
393,393,wait
393,834,rotate
393,1275,rotate
393,1716,rotate
834,393,rotate
834,834,wait
834,1275,rotate
834,1716,rotate
1275,393,rotate
1275,834,rotate
1275,1275,wait
1275,1716,rotate
1716,393,rotate
1716,834,rotate
1716,1275,rotate
1716,1716,wait
393,394,translate
1276,1275,translate
834,855,translate
1737,1716,translate
394,394,wait
394,835,rotate
394,1276,rotate
394,1717,rotate
835,394,rotate
835,835,wait
835,1276,rotate
835,1717,rotate
1276,394,rotate
1276,835,rotate
1276,1276,wait
1276,1717,rotate
1717,394,rotate
1717,835,rotate
1717,1276,rotate
1717,1717,wait
394,395,translate
1277,1276,translate
835,856,translate
1738,1717,translate
395,395,wait
395,836,rotate
395,1277,rotate
395,1718,rotate
836,395,rotate
836,836,wait
836,1277,rotate
836,1718,rotate
1277,395,rotate
1277,836,rotate
1277,1277,wait
1277,1718,rotate
1718,395,rotate
1718,836,rotate
1718,1277,rotate
1718,1718,wait
395,396,translate
1278,1277,translate
836,857,translate
1739,1718,translate
396,396,wait
396,837,rotate
396,1278,rotate
396,1719,rotate
837,396,rotate
837,837,wait
837,1278,rotate
837,1719,rotate
1278,396,rotate
1278,837,rotate
1278,1278,wait
1278,1719,rotate
1719,396,rotate
1719,837,rotate
1719,1278,rotate
1719,1719,wait
396,397,translate
1279,1278,translate
837,858,translate
1740,1719,translate
397,397,wait
397,838,rotate
397,1279,rotate
397,1720,rotate
838,397,rotate
838,838,wait
838,1279,rotate
838,1720,rotate
1279,397,rotate
1279,838,rotate
1279,1279,wait
1279,1720,rotate
1720,397,rotate
1720,838,rotate
1720,1279,rotate
1720,1720,wait
397,398,translate
1280,1279,translate
838,859,translate
1741,1720,translate
398,398,wait
398,839,rotate
398,1280,rotate
398,1721,rotate
839,398,rotate
839,839,wait
839,1280,rotate
839,1721,rotate
1280,398,rotate
1280,839,rotate
1280,1280,wait
1280,1721,rotate
1721,398,rotate
1721,839,rotate
1721,1280,rotate
1721,1721,wait
839,860,translate
1742,1721,translate
399,399,wait
399,840,rotate
399,1281,rotate
399,1722,rotate
840,399,rotate
840,840,wait
840,1281,rotate
840,1722,rotate
1281,399,rotate
1281,840,rotate
1281,1281,wait
1281,1722,rotate
1722,399,rotate
1722,840,rotate
1722,1281,rotate
1722,1722,wait
399,400,translate
1282,1281,translate
840,861,translate
1743,1722,translate
400,400,wait
400,841,rotate
400,1282,rotate
400,1723,rotate
841,400,rotate
841,841,wait
841,1282,rotate
841,1723,rotate
1282,400,rotate
1282,841,rotate
1282,1282,wait
1282,1723,rotate
1723,400,rotate
1723,841,rotate
1723,1282,rotate
1723,1723,wait
400,401,translate
1283,1282,translate
841,862,translate
1744,1723,translate
401,401,wait
401,842,rotate
401,1283,rotate
401,1724,rotate
842,401,rotate
842,842,wait
842,1283,rotate
842,1724,rotate
1283,401,rotate
1283,842,rotate
1283,1283,wait
1283,1724,rotate
1724,401,rotate
1724,842,rotate
1724,1283,rotate
1724,1724,wait
401,402,translate
1284,1283,translate
842,863,translate
1745,1724,translate
402,402,wait
402,843,rotate
402,1284,rotate
402,1725,rotate
843,402,rotate
843,843,wait
843,1284,rotate
843,1725,rotate
1284,402,rotate
1284,843,rotate
1284,1284,wait
1284,1725,rotate
1725,402,rotate
1725,843,rotate
1725,1284,rotate
1725,1725,wait
402,403,translate
1285,1284,translate
843,864,translate
1746,1725,translate
403,403,wait
403,844,rotate
403,1285,rotate
403,1726,rotate
844,403,rotate
844,844,wait
844,1285,rotate
844,1726,rotate
1285,403,rotate
1285,844,rotate
1285,1285,wait
1285,1726,rotate
1726,403,rotate
1726,844,rotate
1726,1285,rotate
1726,1726,wait
403,404,translate
1286,1285,translate
844,865,translate
1747,1726,translate
404,404,wait
404,845,rotate
404,1286,rotate
404,1727,rotate
845,404,rotate
845,845,wait
845,1286,rotate
845,1727,rotate
1286,404,rotate
1286,845,rotate
1286,1286,wait
1286,1727,rotate
1727,404,rotate
1727,845,rotate
1727,1286,rotate
1727,1727,wait
404,405,translate
1287,1286,translate
845,866,translate
1748,1727,translate
405,405,wait
405,846,rotate
405,1287,rotate
405,1728,rotate
846,405,rotate
846,846,wait
846,1287,rotate
846,1728,rotate
1287,405,rotate
1287,846,rotate
1287,1287,wait
1287,1728,rotate
1728,405,rotate
1728,846,rotate
1728,1287,rotate
1728,1728,wait
405,406,translate
1288,1287,translate
846,867,translate
1749,1728,translate
406,406,wait
406,847,rotate
406,1288,rotate
406,1729,rotate
847,406,rotate
847,847,wait
847,1288,rotate
847,1729,rotate
1288,406,rotate
1288,847,rotate
1288,1288,wait
1288,1729,rotate
1729,406,rotate
1729,847,rotate
1729,1288,rotate
1729,1729,wait
406,407,translate
1289,1288,translate
847,868,translate
1750,1729,translate
407,407,wait
407,848,rotate
407,1289,rotate
407,1730,rotate
848,407,rotate
848,848,wait
848,1289,rotate
848,1730,rotate
1289,407,rotate
1289,848,rotate
1289,1289,wait
1289,1730,rotate
1730,407,rotate
1730,848,rotate
1730,1289,rotate
1730,1730,wait
407,408,translate
1290,1289,translate
848,869,translate
1751,1730,translate
408,408,wait
408,849,rotate
408,1290,rotate
408,1731,rotate
849,408,rotate
849,849,wait
849,1290,rotate
849,1731,rotate
1290,408,rotate
1290,849,rotate
1290,1290,wait
1290,1731,rotate
1731,408,rotate
1731,849,rotate
1731,1290,rotate
1731,1731,wait
408,409,translate
1291,1290,translate
849,870,translate
1752,1731,translate
409,409,wait
409,850,rotate
409,1291,rotate
409,1732,rotate
850,409,rotate
850,850,wait
850,1291,rotate
850,1732,rotate
1291,409,rotate
1291,850,rotate
1291,1291,wait
1291,1732,rotate
1732,409,rotate
1732,850,rotate
1732,1291,rotate
1732,1732,wait
409,410,translate
1292,1291,translate
850,871,translate
1753,1732,translate
410,410,wait
410,851,rotate
410,1292,rotate
410,1733,rotate
851,410,rotate
851,851,wait
851,1292,rotate
851,1733,rotate
1292,410,rotate
1292,851,rotate
1292,1292,wait
1292,1733,rotate
1733,410,rotate
1733,851,rotate
1733,1292,rotate
1733,1733,wait
410,411,translate
1293,1292,translate
851,872,translate
1754,1733,translate
411,411,wait
411,852,rotate
411,1293,rotate
411,1734,rotate
852,411,rotate
852,852,wait
852,1293,rotate
852,1734,rotate
1293,411,rotate
1293,852,rotate
1293,1293,wait
1293,1734,rotate
1734,411,rotate
1734,852,rotate
1734,1293,rotate
1734,1734,wait
411,412,translate
1294,1293,translate
852,873,translate
1755,1734,translate
412,412,wait
412,853,rotate
412,1294,rotate
412,1735,rotate
853,412,rotate
853,853,wait
853,1294,rotate
853,1735,rotate
1294,412,rotate
1294,853,rotate
1294,1294,wait
1294,1735,rotate
1735,412,rotate
1735,853,rotate
1735,1294,rotate
1735,1735,wait
412,413,translate
1295,1294,translate
853,874,translate
1756,1735,translate
413,413,wait
413,854,rotate
413,1295,rotate
413,1736,rotate
854,413,rotate
854,854,wait
854,1295,rotate
854,1736,rotate
1295,413,rotate
1295,854,rotate
1295,1295,wait
1295,1736,rotate
1736,413,rotate
1736,854,rotate
1736,1295,rotate
1736,1736,wait
413,414,translate
1296,1295,translate
854,875,translate
1757,1736,translate
414,414,wait
414,855,rotate
414,1296,rotate
414,1737,rotate
855,414,rotate
855,855,wait
855,1296,rotate
855,1737,rotate
1296,414,rotate
1296,855,rotate
1296,1296,wait
1296,1737,rotate
1737,414,rotate
1737,855,rotate
1737,1296,rotate
1737,1737,wait
414,415,translate
1297,1296,translate
855,876,translate
1758,1737,translate
